sample_id,climate_scenario,length,width,wall_height,roof_angle,orientation_deg,wall_material,roof_material,floor_material,insulation_material,insulation_thickness_mm,window_ratio,pcm_present,pcm_thickness_mm,glazing_type,T_amb_mean,T_amb_min,T_amb_max,solar_radiation_mean,wind_speed_mean,indoor_temp_mean,indoor_temp_min,indoor_temp_max,indoor_temp_swing,comfort_hours,total_heat_loss_kWh,total_solar_gain_kWh,heating_energy_required_kWh,fidelity_tier,simulation_time_sec,ansys_validation_candidate
winter_0,winter,4.687100732524067,5.945611215602479,2.9286127423470507,38.2953947956411,32.943493591267405,brick,timber,brick,xps_foam,139.01218882418164,0.2194453370143446,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.80418866858865,18.0,26.37117094569143,8.371170945691428,24,77.05875507603035,36.926105486810506,85.8237212856577,tier1_rc,0.00024771690368652344,True
winter_1,winter,3.447864772788741,3.3654961406210444,2.9697265418949925,5.56098525167271,117.21368092795159,sandwich_panel,concrete,concrete,mineral_wool,114.08861919336458,0.2886493501013681,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.191890406547284,18.0,19.323854356288443,1.323854356288443,24,30.988224191198206,10.158938786941961,46.17152367496727,tier1_rc,0.00015211105346679688,False
winter_2,winter,3.1074235868830695,5.229361827438958,2.5820802649213657,39.055250340131686,178.94514735594876,timber,timber,brick,eps_foam,79.32273701593508,0.10020085230487262,1,12.351146479779635,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,24.66921011936208,6.284210864183275,42.1606755115952,tier1_rc,0.0001571178436279297,False
winter_3,winter,4.703693608382104,4.1580536129214805,3.2596442089838495,34.04342943513191,133.70742630475948,cseb,brick,cseb,rock_wool,62.658475523378776,0.16113111081810755,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,47.13667451866379,10.931562455185404,70.53159577696111,tier1_rc,0.00013256072998046875,False
winter_4,winter,3.1279029106976974,5.356295402939651,3.012631924817805,27.87157929613736,86.32204709679873,cseb,cseb,brick,eps_foam,5.762147536887033,0.23990193909277402,1,5.055031000886248,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,108.14588805242187,13.931292590608333,121.77388610694057,tier1_rc,0.00014019012451171875,False
winter_5,winter,7.592714134685462,3.521673218039422,3.3582988512246565,38.05314500379269,119.50064411916289,cseb,sandwich_panel,cseb,xps_foam,118.5976178212516,0.20471460855779816,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.075083310801386,18.0,18.64522739066657,0.6452273906665695,24,50.227750098790544,16.017735037555976,82.76899368488989,tier1_rc,0.00020241737365722656,True
winter_6,winter,5.188625074933751,5.958602475163907,3.204467064455941,25.048895659537347,135.72784537349872,timber,concrete,concrete,rock_wool,26.667574571703984,0.09584397372493594,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,79.34109864204302,11.314338278560507,130.49844969964124,tier1_rc,0.00017452239990234375,False
winter_7,winter,7.775684737074361,3.214312588040471,3.2913942130081137,29.082820488969606,4.3989582229257165,sandwich_panel,timber,concrete,xps_foam,132.76445189692842,0.10884055787577196,1,12.705833523763996,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.810676900725785,18.0,20.593900006903397,2.5939000069033966,24,48.59459528579441,26.847348677916102,71.2955139205418,tier1_rc,0.0001766681671142578,False
winter_8,winter,6.50608802799999,4.91446420599342,2.80424343563677,12.704407485290607,80.38150929925924,cseb,brick,cseb,mineral_wool,10.781641305383818,0.05441631788171055,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,102.20297265156687,8.144020565933738,145.24648804378225,tier1_rc,0.00016951560974121094,False
winter_9,winter,3.3357766154455306,4.4176606051413465,3.3090806881193475,5.957792416196701,64.02384374533999,timber,cseb,concrete,rock_wool,17.66904174263655,0.19285012915560185,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.00450466470953,18.0,18.054153437788045,0.05415343778804527,24,65.7050365086957,15.636648701987234,81.53490052915274,tier1_rc,0.0002219676971435547,False
winter_10,winter,7.555594774327877,4.595936131385599,2.668805911666447,1.0249540620138444,56.986372756119685,timber,brick,brick,eps_foam,32.95497606961218,0.3314905807576375,1,33.423020461624766,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.55223295082443,18.0,19.853059996099727,1.8530599960997272,24,82.71132800912085,30.20538500479311,98.80835613772541,tier1_rc,0.0002512931823730469,False
winter_11,winter,6.947312137016107,3.2849895522489665,2.5546733142215765,20.74555194373834,54.932306234655584,cseb,cseb,cseb,rock_wool,138.30948938695175,0.3541482358959942,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.868258242577785,18.0,22.861685159766328,4.861685159766328,24,89.6149756345971,32.77645780338267,98.82619356134103,tier1_rc,0.0001499652862548828,False
winter_12,winter,7.477303123157443,5.779123500806839,2.663155307757478,28.80571535031757,143.45485158557545,timber,timber,concrete,xps_foam,102.65014643309462,0.1255231517116306,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,49.06579096344094,11.36185370033106,123.64069737109719,tier1_rc,0.00014352798461914062,False
winter_13,winter,7.003687484933903,4.582831098108411,3.0517194334907103,6.859163765723227,22.7421654227079,sandwich_panel,sandwich_panel,brick,rock_wool,127.54869880172808,0.1661349276618608,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.67152439576297,18.0,25.387606964497568,7.387606964497568,24,68.06026120011573,34.7082778702437,84.7315276535007,tier1_rc,0.00013756752014160156,False
winter_14,winter,5.528234056264155,3.514207804310581,2.333567317940597,8.721507857386143,58.94488828209887,timber,brick,cseb,eps_foam,93.14026852202453,0.3026625581202624,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.76441945957831,18.0,21.955480010951746,3.955480010951746,24,41.01503528938972,17.427650592658917,57.687835324964354,tier1_rc,0.00013518333435058594,False
winter_15,winter,5.690265033851454,5.043501533984452,2.654634074608394,39.68762888967441,142.77503149568287,brick,timber,brick,xps_foam,11.25300459037774,0.25378182858561177,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,85.7471826332354,14.223576320749745,117.51148386080128,tier1_rc,0.00012826919555664062,False
winter_16,winter,4.514943283871291,3.454123554278223,2.225260763803007,11.111231982243481,62.65136331617976,cseb,cseb,brick,mineral_wool,27.326565097732583,0.31414393192660506,1,41.32953268816171,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.01087992937013,18.0,18.143919405923132,0.1439194059231319,24,69.53308272968613,16.542334265435414,77.61158844599946,tier1_rc,0.00013017654418945312,False
winter_17,winter,7.984024013112642,4.345176965630571,2.517274814015249,18.587590500011636,88.50800500149711,brick,cseb,cseb,mineral_wool,61.25464650282274,0.21107253580252922,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,90.86259672552838,16.020719259255248,133.87773039061673,tier1_rc,0.0001342296600341797,False
winter_18,winter,6.408775176649051,5.437330243369081,2.8572298676781824,26.32189913962927,129.936653123817,brick,timber,brick,mineral_wool,139.98919396005982,0.24970265942177328,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.00481282582341,18.0,18.06198049830515,0.06198049830515018,24,58.841214123885415,16.737348744570482,98.91905539299948,tier1_rc,0.00012087821960449219,False
winter_19,winter,7.23099584851669,3.0744596385646097,3.07486283845508,19.54916398604403,150.4312597296966,cseb,timber,concrete,mineral_wool,19.67028868265405,0.323318506283332,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,119.99475172395911,21.17247255614414,148.45679828841492,tier1_rc,0.00011873245239257812,False
winter_20,winter,4.581537650900735,4.300839881548624,2.914002406039456,16.494388116573575,12.86708851836511,sandwich_panel,concrete,concrete,xps_foam,59.81453885806879,0.21353191196634552,1,6.19862475465595,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.75229213612096,18.0,24.116625037509564,6.116625037509564,24,40.549587936953756,27.5047563639869,55.11707559493663,tier1_rc,0.0001266002655029297,False
winter_21,winter,6.3613810184529545,3.7204710060493023,2.350406022701393,40.27274143061524,100.04642094565943,sandwich_panel,sandwich_panel,concrete,rock_wool,145.5319782149755,0.06380795754615431,1,38.32584823010128,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,26.774976534528033,5.9869406730185,65.89551757001936,tier1_rc,0.00012826919555664062,False
winter_22,winter,4.659415048999949,5.840076244359441,2.8374693985128956,14.887708797081457,173.46552450547287,cseb,timber,concrete,mineral_wool,56.55327668015107,0.1345613319128825,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,49.69259782810079,10.353529792055674,94.23424460636484,tier1_rc,0.00012135505676269531,True
winter_23,winter,6.087133126131484,3.0533833873683225,3.316380816508214,1.6358299997907726,18.751926233190584,timber,cseb,brick,xps_foam,28.368769742038566,0.06407371799104393,1,31.12650490416572,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.34172771961281,18.0,19.381975563449938,1.381975563449938,24,38.42151269646772,13.22877128458102,51.07664350925229,tier1_rc,0.0001239776611328125,False
winter_24,winter,6.431287367793142,4.951688873278751,2.242669101294627,35.823109753776336,67.44037032508749,concrete,brick,concrete,eps_foam,148.56271897958126,0.32277082622333303,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.105372922420344,18.0,18.743061888281748,0.7430618882817477,24,53.766128249272604,18.172759497638168,101.98758123141357,tier1_rc,0.00012111663818359375,False
winter_25,winter,5.03704325269598,3.98028173573939,3.1164967881931234,25.328415374617315,167.9916382273751,timber,timber,concrete,rock_wool,46.385171985000575,0.21784620741258243,1,41.88705688773119,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.002163114883114,18.0,18.028767222207712,0.028767222207711995,24,46.01910407518236,12.10746853414977,76.6970547832378,tier1_rc,0.0001277923583984375,True
winter_26,winter,5.831302791589525,3.944936700683794,3.2803248627788806,21.812832508616864,145.08013460900398,cseb,timber,brick,xps_foam,74.09793773690888,0.07716535834878158,1,33.71016933268074,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,44.89439015019618,9.777099114382553,69.931341508381,tier1_rc,0.00019097328186035156,False
winter_27,winter,6.331149037474045,3.2787624619634963,2.780980562278972,7.740363270926259,80.81943078493143,concrete,timber,brick,mineral_wool,85.25570797732424,0.23239332508510918,1,16.007396123825508,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,69.09334291377992,14.982605842382448,87.38640102720193,tier1_rc,0.0002586841583251953,False
winter_28,winter,7.8118925628852995,5.03075191570688,2.676558942203993,32.16672029365098,16.419614932991347,concrete,brick,brick,rock_wool,128.94705129812462,0.2738362704700922,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,20.16368008300576,18.0,27.645628668879617,9.645628668879617,24,111.19577002882811,55.80015218328263,120.48654428329743,tier1_rc,0.0002503395080566406,True
winter_29,winter,7.483896134797613,5.814039574467656,2.8416235660397327,14.279345862658053,129.31957103906683,sandwich_panel,cseb,concrete,rock_wool,119.10761827537392,0.2646458570853602,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,67.15112676090824,17.88569387729133,142.25503566442455,tier1_rc,0.000278472900390625,False
winter_30,winter,7.819509523085288,3.9120318291167484,2.801325223451479,22.420384561410142,87.83639050757999,concrete,timber,cseb,xps_foam,84.566130523112,0.18462970831643816,1,23.93123807178772,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.00578500916997,18.0,18.079159863652567,0.079159863652567,24,51.12064660560959,14.26576183467515,89.42135687935695,tier1_rc,0.00027060508728027344,False
winter_31,winter,7.043763599276547,3.185741179136265,3.4538416322224865,26.11987640523715,11.12766187075422,concrete,cseb,cseb,eps_foam,22.876080218524322,0.12672389390983618,1,2.2089976199594257,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.45909150620864,18.0,20.721659692570896,2.7216596925708956,24,99.91112380186844,31.372825160849665,106.8910355494756,tier1_rc,0.00025963783264160156,False
winter_32,winter,4.753057187276268,5.238947219201458,3.179044911619861,40.710834950436535,77.31229605348437,timber,concrete,cseb,mineral_wool,138.58766790477182,0.08813794288042193,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,33.94809795507684,8.820835421376279,66.71259960599878,tier1_rc,0.0002551078796386719,False
winter_33,winter,3.534650492125209,3.9283446827726474,3.269099546309869,8.226957990721191,1.1307059618007869,brick,brick,cseb,xps_foam,6.48942599183178,0.18410203868930836,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.541769468559874,18.0,21.576096308887298,3.5760963088872977,24,79.18236483602125,24.419997647042738,79.59936115979042,tier1_rc,0.0002589225769042969,False
winter_34,winter,6.465776967789546,4.24408856183889,2.591383570383869,25.740955431475193,30.40920534182877,concrete,timber,concrete,mineral_wool,98.24773688148889,0.31031249423405965,1,25.6914780621963,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.86554131822373,18.0,20.634800645758478,2.634800645758478,24,91.81919149634174,45.5881681662191,99.91622903224189,tier1_rc,0.00027298927307128906,False
winter_35,winter,7.215942082299787,5.578185015904035,2.7536407722252143,38.962591863625164,125.05726040895433,timber,timber,brick,rock_wool,55.2918687871484,0.24127587019341784,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,102.14998047645008,18.809591231596713,148.01731971581358,tier1_rc,0.00025391578674316406,False
winter_36,winter,3.974604117521373,5.258983280970963,2.5387216796002496,28.792205720030235,169.24509487858916,brick,concrete,brick,eps_foam,59.45044342921007,0.24501582922313597,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,47.8608356994966,11.465914229013576,69.36038974223446,tier1_rc,0.000263214111328125,False
winter_37,winter,5.533673821990224,4.781979741197264,2.495622263989991,13.103627508600669,113.5326021872531,brick,timber,concrete,xps_foam,90.93272389579343,0.10770792062472777,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,33.861267301743766,8.541368106219732,77.06391343832856,tier1_rc,0.0002741813659667969,False
winter_38,winter,5.502373797597957,5.725372006344065,2.3759979455168985,43.55406550931443,55.64012200949949,cseb,concrete,brick,mineral_wool,131.93011579452303,0.22327580984697232,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.180956636459914,18.0,19.274461423660455,1.2744614236604548,24,72.64598144791587,22.635419884143335,98.45134110501512,tier1_rc,0.0002474784851074219,False
winter_39,winter,7.446123834324519,5.556324881898849,2.21574563271742,6.700875665338119,78.97232155216385,brick,cseb,brick,xps_foam,143.65712832727203,0.29815364411300016,1,34.50852367888078,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,58.94598143472099,15.846191931524634,107.869034619973,tier1_rc,0.00025844573974609375,False
winter_40,winter,5.351394199674363,5.825190895716999,2.23757710144498,11.0196847815255,90.09086370673582,concrete,cseb,cseb,xps_foam,45.17370632971995,0.28122820953406175,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,88.21794795072441,15.78030675443625,125.82001763701399,tier1_rc,0.00024509429931640625,False
winter_41,winter,4.372784706178873,4.027118443858175,2.257482129629989,9.56963931103114,169.9831211227089,sandwich_panel,cseb,brick,rock_wool,14.569640465837052,0.2913458800231482,1,22.564270043243013,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,64.30344006917589,11.308597510930852,80.60090647025879,tier1_rc,0.0002570152282714844,False
winter_42,winter,3.1984150708628345,5.412742843717286,3.495300529385098,12.309609026594906,107.31755524197732,cseb,cseb,cseb,xps_foam,70.02055987704546,0.09689896846123405,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,45.24761725853638,10.052876173400215,64.84148753431131,tier1_rc,0.0002503395080566406,False
winter_43,winter,5.603622931589507,3.632048851610169,3.062567216061125,14.061992496924123,15.845954462785015,brick,brick,cseb,mineral_wool,41.9524754012178,0.16828114001663852,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.20544407086976,18.0,24.32395230982249,6.3239523098224915,24,77.09495575576649,30.34255249167962,82.44311857986759,tier1_rc,0.00023818016052246094,False
winter_44,winter,4.923917489808793,4.034275694859661,3.337647397670415,17.17160523367303,175.94164596599603,concrete,brick,brick,mineral_wool,73.10037764174396,0.1952591545818287,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,72.05787071876534,15.162147581352551,89.59765322713497,tier1_rc,0.0002758502960205078,False
winter_45,winter,3.7344793960718317,3.798802664114989,3.200492551214433,30.286843648213388,149.6052820289757,concrete,timber,cseb,rock_wool,42.79069584960481,0.10626329168116785,1,35.054794764448566,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,39.09337308279589,8.333540136468814,54.748595355209986,tier1_rc,0.0002777576446533203,False
winter_46,winter,7.461106037361196,4.571016334526385,2.201029027362694,40.15941975886347,49.58148478933677,timber,sandwich_panel,cseb,eps_foam,149.84278000989787,0.20148278640993755,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.351108532158825,18.0,20.06778924519843,2.06778924519843,24,62.30180470170098,22.89364503365207,95.80158633388648,tier1_rc,0.0002503395080566406,True
winter_47,winter,4.601064542277071,3.585620959628012,3.147338947434631,14.740547143698393,131.66820416084826,brick,cseb,brick,xps_foam,30.531930006580772,0.2217563149237724,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,53.03322422734265,11.9162457722009,68.28838492612225,tier1_rc,0.00024437904357910156,True
winter_48,winter,5.66039400877532,5.400133684550756,2.3225563723106513,2.5573208009994235,101.92891285366979,sandwich_panel,concrete,concrete,rock_wool,143.0747331604046,0.258090080468677,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,44.7538940902438,11.957219388520393,95.43392703682147,tier1_rc,0.0002486705780029297,False
winter_49,winter,3.240195700000513,3.803139036348946,2.529280021694483,15.681852305723737,70.90476029328221,concrete,sandwich_panel,concrete,rock_wool,126.35232048732796,0.19413169390456836,1,32.926280978822014,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.277809597069453,18.0,19.21621262126636,1.2162126212663615,24,24.152916065458573,8.347810130918678,39.26297074918514,tier1_rc,0.00025463104248046875,False
winter_50,winter,4.978301210142625,4.900815581044844,2.6949477258464634,16.033411738350583,22.801779205297454,cseb,brick,concrete,xps_foam,118.06039998784613,0.23166877348915865,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,20.218900974345605,18.0,26.184251583830132,8.184251583830132,24,46.200847142529724,29.574774137900526,68.25452177463012,tier1_rc,0.00024008750915527344,False
winter_51,winter,5.98155967446881,3.7000089526952573,2.7691153661435384,15.80248124766618,118.74573556380953,sandwich_panel,brick,cseb,rock_wool,40.05148330055169,0.33113283391292814,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0074199701001,18.0,18.101269151456663,0.1012691514566626,24,55.39126609512859,14.824886577658031,81.40042031822192,tier1_rc,0.0002434253692626953,False
winter_52,winter,6.147616302080556,3.032232320593078,2.745141115015411,34.81340426593037,5.006238576403506,brick,cseb,brick,xps_foam,142.98191864475265,0.22499366519351655,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,21.60087888324054,18.0,32.803728042997996,14.803728042997996,19,65.18392046748332,35.451187725201024,60.336670375748156,tier1_rc,0.0002655982971191406,False
winter_53,winter,3.2232345803725377,4.6619851818914055,3.3256329377772813,34.37258867356154,158.36566083590805,timber,cseb,brick,rock_wool,76.59951807317915,0.2507509053314657,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,66.38486220389075,14.371704519435298,77.62077041187703,tier1_rc,0.0002498626708984375,False
winter_54,winter,5.471697986933689,3.861620197813446,3.1141593443686295,27.11973268339214,37.125045792416614,concrete,concrete,concrete,rock_wool,106.74773450490352,0.28363061385028304,1,7.728331359237267,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.745531886426132,18.0,23.876860845342943,5.876860845342943,24,56.015771480785205,34.37242591255871,66.1753045649073,tier1_rc,0.0002532005310058594,False
winter_55,winter,7.252481148337301,3.0884478700755893,3.085149975268281,22.171043776369668,142.03754474920933,concrete,brick,cseb,rock_wool,13.145047651359349,0.2588564277509515,1,13.898076065670487,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,139.86800463312483,19.10237204784758,161.76208664580713,tier1_rc,0.0002605915069580078,False
winter_56,winter,3.0157583280834785,4.733836910300725,2.8628164809431524,19.367378143294978,174.77425302893963,concrete,cseb,cseb,rock_wool,51.91343607678875,0.3065596588265384,1,2.1360777951866137,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,73.2712944871688,14.80902203332909,84.71896048902792,tier1_rc,0.00025916099548339844,True
winter_57,winter,4.450332880340763,3.265414393575415,3.3796023158905206,5.4545387486838335,123.25655211002481,brick,sandwich_panel,cseb,xps_foam,109.42743487266748,0.11422963813751556,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.18255169814893,18.0,19.24811440494796,1.2481144049479589,24,25.59756381163219,8.846461169257708,41.76781216194357,tier1_rc,0.0002491474151611328,False
winter_58,winter,6.757033046403207,3.6930022405541094,2.708519989660604,1.8089108385456723,83.31093660604796,cseb,brick,cseb,eps_foam,48.24582363077653,0.3855286265441358,1,19.7543052117529,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,111.18057829697355,21.51027021084989,136.61950819285943,tier1_rc,0.0002536773681640625,False
winter_59,winter,3.281346374563371,5.518659053901272,2.3417950059682813,35.654294309435876,44.74325807179119,concrete,brick,cseb,rock_wool,57.694506226481685,0.10175959936301204,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.093485404600944,18.0,18.780969872445368,0.7809698724453682,24,44.08827143498899,12.453792304552872,60.515666987231135,tier1_rc,0.0002384185791015625,False
winter_60,winter,5.276520281509521,3.8578237147330303,3.1637840062568943,41.50244386330241,61.778364099433574,sandwich_panel,timber,cseb,mineral_wool,63.79079997792157,0.3399468452123948,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.39546650198578,18.0,20.65425487519663,2.6542548751966315,24,91.30151749972073,28.79262629573553,101.86983373517884,tier1_rc,0.00026607513427734375,False
winter_61,winter,5.873792367781299,5.524342280995681,3.410291323881855,7.402807727669819,149.00854016608739,brick,brick,cseb,eps_foam,71.34189292408797,0.09924799574101639,1,10.075142602733386,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,54.313208045350464,12.519816561880107,97.15326776278881,tier1_rc,0.00025582313537597656,False
winter_62,winter,4.642809696747002,5.633739875190589,3.008770484884049,10.873089113308986,82.35797658691065,cseb,brick,brick,rock_wool,89.05679855663814,0.2939254332698223,1,28.91606117913615,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,93.99771506016293,19.31798915157688,119.06180736602347,tier1_rc,0.00025272369384765625,False
winter_63,winter,3.4579954147543237,3.7520012958923616,2.3156373803357755,2.2743926456482395,147.90351501208954,concrete,brick,brick,mineral_wool,75.44207163783237,0.1374159309950816,0,0.0,double_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,26.094613800309453,6.357768908420632,38.71137286102285,tier1_rc,0.0008265972137451172,False
winter_64,winter,5.0824072013848856,4.237193885638663,2.68388543649116,25.474050833221263,167.21166397811882,cseb,concrete,cseb,rock_wool,34.12865371663746,0.14331620334917994,0,0.0,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,68.45883732165808,10.067695672158134,94.28612171796114,tier1_rc,0.0004553794860839844,False
winter_65,winter,3.5523908662737576,5.086277384268085,3.2653343441040708,9.359873938808239,68.92819646648107,brick,brick,brick,rock_wool,95.81754031946087,0.3522151659556156,1,7.167422587902728,single_pane,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.041986496051333,18.0,18.573336874110705,0.573336874110705,24,92.75619020735013,23.654306878516326,101.67168293329513,tier1_rc,0.0002930164337158203,False
